pid,pollutant,min,p10,p25,p50,p75,p90,max
2144,TN,0,8,15,25,40,70,150
2145,TN,0,8,15,25,40,70,150
2146,TN,0,8,15,25,40,70,150
2147,TN,0,8,15,25,40,70,150
2148,TN,0,8,15,25,40,70,150
2149,TN,0,8,15,25,40,70,150
2150,TN,0,8,15,25,40,70,150
2151,TN,0,8,15,25,40,70,150
2152,TN,0,8,15,25,40,70,150
2153,TN,0,8,15,25,40,70,150
2154,TN,0,8,15,25,40,70,150
2155,TN,0,8,15,25,40,70,150
2156,TN,0,8,15,25,40,70,150
2157,TN,0,8,15,25,40,70,150
2158,TN,0,8,15,25,40,70,150
2159,TN,0,8,15,25,40,70,150
2160,TN,0,8,15,25,40,70,150
2161,TN,0,8,15,25,40,70,150
2162,TN,0,8,15,25,40,70,150
2163,TN,0,8,15,25,40,70,150
2164,TN,0,8,15,25,40,70,150
2165,TN,0,8,15,25,40,70,150
2166,TN,0,8,15,25,40,70,150
2167,TN,0,8,15,25,40,70,150
2168,TN,0,8,15,25,40,70,150
2169,TN,0,8,15,25,40,70,150
2170,TN,0,8,15,25,40,70,150
2171,TN,0,8,15,25,40,70,150
2172,TN,0,8,15,25,40,70,150
2173,TN,0,8,15,25,40,70,150
2174,TN,0,8,15,25,40,70,150
2175,TN,0,8,15,25,40,70,150
2176,TN,0,8,15,25,40,70,150
2177,TN,0,8,15,25,40,70,150
2178,TN,0,8,15,25,40,70,150
2179,TN,0,8,15,25,40,70,150
2180,TN,0,8,15,25,40,70,150
2181,TN,0,8,15,25,40,70,150
2182,TN,0,8,15,25,40,70,150
2183,TN,0,8,15,25,40,70,150
2184,TN,0,8,15,25,40,70,150
2185,TN,0,8,15,25,40,70,150
2186,TN,0,8,15,25,40,70,150
2187,TN,0,8,15,25,40,70,150
2188,TN,0,8,15,25,40,70,150
2189,TN,0,8,15,25,40,70,150
2190,TN,0,8,15,25,40,70,150
2191,TN,0,8,15,25,40,70,150
2192,TN,0,8,15,25,40,70,150
2193,TN,0,8,15,25,40,70,150
2194,TN,0,8,15,25,40,70,150
2195,TN,0,8,15,25,40,70,150
2196,TN,0,8,15,25,40,70,150
2197,TN,0,8,15,25,40,70,150
2198,TN,0,8,15,25,40,70,150
2199,TN,0,8,15,25,40,70,150
2200,TN,0,8,15,25,40,70,150
2201,TN,0,8,15,25,40,70,150
2202,TN,0,8,15,25,40,70,150
2203,TN,0,8,15,25,40,70,150
2204,TN,0,8,15,25,40,70,150
2205,TN,0,8,15,25,40,70,150
2206,TN,0,8,15,25,40,70,150
2207,TN,0,8,15,25,40,70,150
2208,TN,0,8,15,25,40,70,150
2209,TN,0,8,15,25,40,70,150
2210,TN,0,8,15,25,40,70,150
2211,TN,0,8,15,25,40,70,150
2212,TN,0,8,15,25,40,70,150
2213,TN,0,8,15,25,40,70,150
2214,TN,0,8,15,25,40,70,150
2215,TN,0,8,15,25,40,70,150
2216,TN,0,8,15,25,40,70,150
2217,TN,0,8,15,25,40,70,150
2218,TN,0,8,15,25,40,70,150
2219,TN,0,8,15,25,40,70,150
2220,TN,0,8,15,25,40,70,150
2221,TN,0,8,15,25,40,70,150
2222,TN,0,8,15,25,40,70,150
2223,TN,0,8,15,25,40,70,150
2224,TN,0,8,15,25,40,70,150
2225,TN,0,8,15,25,40,70,150
2226,TN,0,8,15,25,40,70,150
2227,TN,0,8,15,25,40,70,150
2228,TN,0,8,15,25,40,70,150
2229,TN,0,8,15,25,40,70,150
2230,TN,0,8,15,25,40,70,150
2231,TN,0,8,15,25,40,70,150
2232,TN,0,8,15,25,40,70,150
2233,TN,0,8,15,25,40,70,150
2234,TN,0,8,15,25,40,70,150
2235,TN,0,8,15,25,40,70,150
2236,TN,0,8,15,25,40,70,150
2237,TN,0,8,15,25,40,70,150
2238,TN,0,8,15,25,40,70,150
2239,TN,0,8,15,25,40,70,150
2240,TN,0,8,15,25,40,70,150
2241,TN,0,8,15,25,40,70,150
2242,TN,0,8,15,25,40,70,150
2243,TN,0,8,15,25,40,70,150
2244,TN,0,8,15,25,40,70,150
2245,TN,0,8,15,25,40,70,150
2246,TN,0,8,15,25,40,70,150
2247,TN,0,8,15,25,40,70,150
2248,TN,0,8,15,25,40,70,150
2249,TN,0,8,15,25,40,70,150
2250,TN,0,8,15,25,40,70,150
2251,TN,0,8,15,25,40,70,150
2252,TN,0,8,15,25,40,70,150
2253,TN,0,8,15,25,40,70,150
2254,TN,0,8,15,25,40,70,150
2255,TN,0,8,15,25,40,70,150
2256,TN,0,8,15,25,40,70,150
2257,TN,0,8,15,25,40,70,150
2258,TN,0,8,15,25,40,70,150
2259,TN,0,8,15,25,40,70,150
2260,TN,0,8,15,25,40,70,150
2261,TN,0,8,15,25,40,70,150
2262,TN,0,8,15,25,40,70,150
2263,TN,0,8,15,25,40,70,150
2264,TN,0,8,15,25,40,70,150
2265,TN,0,8,15,25,40,70,150
2266,TN,0,8,15,25,40,70,150
2267,TN,0,8,15,25,40,70,150
2268,TN,0,8,15,25,40,70,150
2269,TN,0,8,15,25,40,70,150
2270,TN,0,8,15,25,40,70,150
2271,TN,0,8,15,25,40,70,150
2272,TN,0,8,15,25,40,70,150
2273,TN,0,8,15,25,40,70,150
2274,TN,0,8,15,25,40,70,150
2275,TN,0,8,15,25,40,70,150
2276,TN,0,8,15,25,40,70,150
2277,TN,0,8,15,25,40,70,150
2278,TN,0,8,15,25,40,70,150
2279,TN,0,8,15,25,40,70,150
2280,TN,0,8,15,25,40,70,150
2281,TN,0,8,15,25,40,70,150
2282,TN,0,8,15,25,40,70,150
2283,TN,0,8,15,25,40,70,150
2284,TN,0,8,15,25,40,70,150
2285,TN,0,8,15,25,40,70,150
2286,TN,0,8,15,25,40,70,150
2287,TN,0,8,15,25,40,70,150
2288,TN,0,8,15,25,40,70,150
2289,TN,0,8,15,25,40,70,150
2290,TN,0,8,15,25,40,70,150
2291,TN,0,8,15,25,40,70,150
2292,TN,0,8,15,25,40,70,150
2293,TN,0,8,15,25,40,70,150
2294,TN,0,8,15,25,40,70,150
2295,TN,0,8,15,25,40,70,150
2296,TN,0,8,15,25,40,70,150
2297,TN,0,8,15,25,40,70,150
2298,TN,0,8,15,25,40,70,150
2299,TN,0,8,15,25,40,70,150
2300,TN,0,8,15,25,40,70,150
2301,TN,0,8,15,25,40,70,150
2302,TN,0,8,15,25,40,70,150
2303,TN,0,8,15,25,40,70,150
2304,TN,0,8,15,25,40,70,150
2305,TN,0,8,15,25,40,70,150
2306,TN,0,8,15,25,40,70,150
2307,TN,0,8,15,25,40,70,150
2308,TN,0,8,15,25,40,70,150
2309,TN,0,8,15,25,40,70,150
2310,TN,0,8,15,25,40,70,150
2311,TN,0,8,15,25,40,70,150
2312,TN,0,8,15,25,40,70,150
2313,TN,0,8,15,25,40,70,150
2314,TN,0,8,15,25,40,70,150
2315,TN,0,8,15,25,40,70,150
2316,TN,0,8,15,25,40,70,150
2317,TN,0,8,15,25,40,70,150
2318,TN,0,8,15,25,40,70,150
2319,TN,0,8,15,25,40,70,150
2320,TN,0,8,15,25,40,70,150
2321,TN,0,8,15,25,40,70,150
2322,TN,0,8,15,25,40,70,150
2323,TN,0,8,15,25,40,70,150
2324,TN,0,8,15,25,40,70,150
2325,TN,0,8,15,25,40,70,150
2326,TN,0,8,15,25,40,70,150
2327,TN,0,8,15,25,40,70,150
2328,TN,0,8,15,25,40,70,150
2329,TN,0,8,15,25,40,70,150
2330,TN,0,8,15,25,40,70,150
2331,TN,0,8,15,25,40,70,150
2332,TN,0,8,15,25,40,70,150
2333,TN,0,8,15,25,40,70,150
2334,TN,0,8,15,25,40,70,150
2335,TN,0,8,15,25,40,70,150
2336,TN,0,8,15,25,40,70,150
2337,TN,0,8,15,25,40,70,150
2338,TN,0,8,15,25,40,70,150
2339,TN,0,8,15,25,40,70,150
2340,TN,0,8,15,25,40,70,150
2341,TN,0,8,15,25,40,70,150
2342,TN,0,8,15,25,40,70,150
2343,TN,0,8,15,25,40,70,150
2344,TN,0,8,15,25,40,70,150
2345,TN,0,8,15,25,40,70,150
2346,TN,0,8,15,25,40,70,150
2347,TN,0,8,15,25,40,70,150
2348,TN,0,8,15,25,40,70,150
2349,TN,0,8,15,25,40,70,150
2350,TN,0,8,15,25,40,70,150
2351,TN,0,8,15,25,40,70,150
2352,TN,0,8,15,25,40,70,150
2353,TN,0,8,15,25,40,70,150
2354,TN,0,8,15,25,40,70,150
2355,TN,0,8,15,25,40,70,150
2356,TN,0,8,15,25,40,70,150
2357,TN,0,8,15,25,40,70,150
2358,TN,0,8,15,25,40,70,150
2359,TN,0,8,15,25,40,70,150
2360,TN,0,8,15,25,40,70,150
2361,TN,0,8,15,25,40,70,150
2362,TN,0,8,15,25,40,70,150
2363,TN,0,8,15,25,40,70,150
2364,TN,0,8,15,25,40,70,150
2365,TN,0,8,15,25,40,70,150
2366,TN,0,8,15,25,40,70,150
2367,TN,0,8,15,25,40,70,150
2368,TN,0,8,15,25,40,70,150
2369,TN,0,8,15,25,40,70,150
2370,TN,0,8,15,25,40,70,150
2371,TN,0,8,15,25,40,70,150
2372,TN,0,8,15,25,40,70,150
2373,TN,0,8,15,25,40,70,150
2374,TN,0,8,15,25,40,70,150
2375,TN,0,8,15,25,40,70,150
2376,TN,0,8,15,25,40,70,150
2377,TN,0,8,15,25,40,70,150
2378,TN,0,8,15,25,40,70,150
2379,TN,0,8,15,25,40,70,150
2380,TN,0,8,15,25,40,70,150
2381,TN,0,8,15,25,40,70,150
2382,TN,0,8,15,25,40,70,150
2383,TN,0,8,15,25,40,70,150
2384,TN,0,8,15,25,40,70,150
2385,TN,0,8,15,25,40,70,150
2386,TN,0,8,15,25,40,70,150
2387,TN,0,8,15,25,40,70,150
2388,TN,0,8,15,25,40,70,150
2389,TN,0,8,15,25,40,70,150
2390,TN,0,8,15,25,40,70,150
2391,TN,0,8,15,25,40,70,150
2392,TN,0,8,15,25,40,70,150
2393,TN,0,8,15,25,40,70,150
2394,TN,0,8,15,25,40,70,150
2395,TN,0,8,15,25,40,70,150
2396,TN,0,8,15,25,40,70,150
2397,TN,0,8,15,25,40,70,150
2398,TN,0,8,15,25,40,70,150
2399,TN,0,8,15,25,40,70,150
2400,TN,0,8,15,25,40,70,150
2401,TN,0,8,15,25,40,70,150
2402,TN,0,8,15,25,40,70,150
2403,TN,0,8,15,25,40,70,150
2404,TN,0,8,15,25,40,70,150
2405,TN,0,8,15,25,40,70,150
2406,TN,0,8,15,25,40,70,150
2407,TN,0,8,15,25,40,70,150
2408,TN,0,8,15,25,40,70,150
2409,TN,0,8,15,25,40,70,150
2410,TN,0,8,15,25,40,70,150
2411,TN,0,8,15,25,40,70,150
2412,TN,0,8,15,25,40,70,150
2413,TN,0,8,15,25,40,70,150
2414,TN,0,8,15,25,40,70,150
2415,TN,0,8,15,25,40,70,150
2416,TN,0,8,15,25,40,70,150
2417,TN,0,8,15,25,40,70,150
2418,TN,0,8,15,25,40,70,150
2419,TN,0,8,15,25,40,70,150
2420,TN,0,8,15,25,40,70,150
2421,TN,0,8,15,25,40,70,150
2422,TN,0,8,15,25,40,70,150
2423,TN,0,8,15,25,40,70,150
2424,TN,0,8,15,25,40,70,150
2425,TN,0,8,15,25,40,70,150
2426,TN,0,8,15,25,40,70,150
2427,TN,0,8,15,25,40,70,150
2428,TN,0,8,15,25,40,70,150
2429,TN,0,8,15,25,40,70,150
2430,TN,0,8,15,25,40,70,150
2431,TN,0,8,15,25,40,70,150
2432,TN,0,8,15,25,40,70,150
2433,TN,0,8,15,25,40,70,150
2434,TN,0,8,15,25,40,70,150
2435,TN,0,8,15,25,40,70,150
2436,TN,0,8,15,25,40,70,150
2437,TN,0,8,15,25,40,70,150
2438,TN,0,8,15,25,40,70,150
2439,TN,0,8,15,25,40,70,150
2440,TN,0,8,15,25,40,70,150
2441,TN,0,8,15,25,40,70,150
2442,TN,0,8,15,25,40,70,150
2443,TN,0,8,15,25,40,70,150
2444,TN,0,8,15,25,40,70,150
2445,TN,0,8,15,25,40,70,150
2446,TN,0,8,15,25,40,70,150
2447,TN,0,8,15,25,40,70,150
2448,TN,0,8,15,25,40,70,150
2449,TN,0,8,15,25,40,70,150
2450,TN,0,8,15,25,40,70,150
2451,TN,0,8,15,25,40,70,150
2452,TN,0,8,15,25,40,70,150
2453,TN,0,8,15,25,40,70,150
2454,TN,0,8,15,25,40,70,150
2455,TN,0,8,15,25,40,70,150
2456,TN,0,8,15,25,40,70,150
2457,TN,0,8,15,25,40,70,150
2458,TN,0,8,15,25,40,70,150
2459,TN,0,8,15,25,40,70,150
2460,TN,0,8,15,25,40,70,150
2461,TN,0,8,15,25,40,70,150
2462,TN,0,8,15,25,40,70,150
2463,TN,0,8,15,25,40,70,150
2464,TN,0,8,15,25,40,70,150
2465,TN,0,8,15,25,40,70,150
2466,TN,0,8,15,25,40,70,150
2467,TN,0,8,15,25,40,70,150
2468,TN,0,8,15,25,40,70,150
2469,TN,0,8,15,25,40,70,150
2470,TN,0,8,15,25,40,70,150
2471,TN,0,8,15,25,40,70,150
2472,TN,0,8,15,25,40,70,150
2473,TN,0,8,15,25,40,70,150
2474,TN,0,8,15,25,40,70,150
2475,TN,0,8,15,25,40,70,150
2476,TN,0,8,15,25,40,70,150
2477,TN,0,8,15,25,40,70,150
2478,TN,0,8,15,25,40,70,150
2479,TN,0,8,15,25,40,70,150
2480,TN,0,8,15,25,40,70,150
2481,TN,0,8,15,25,40,70,150
2482,TN,0,8,15,25,40,70,150
2483,TN,0,8,15,25,40,70,150
2484,TN,0,8,15,25,40,70,150
2485,TN,0,8,15,25,40,70,150
2486,TN,0,8,15,25,40,70,150
2487,TN,0,8,15,25,40,70,150
2488,TN,0,8,15,25,40,70,150
2489,TN,0,8,15,25,40,70,150
2490,TN,0,8,15,25,40,70,150
2491,TN,0,8,15,25,40,70,150
2492,TN,0,8,15,25,40,70,150
2493,TN,0,8,15,25,40,70,150
2494,TN,0,8,15,25,40,70,150
2495,TN,0,8,15,25,40,70,150
2496,TN,0,8,15,25,40,70,150
2497,TN,0,8,15,25,40,70,150
2498,TN,0,8,15,25,40,70,150
2499,TN,0,8,15,25,40,70,150
2500,TN,0,8,15,25,40,70,150
2501,TN,0,8,15,25,40,70,150
2502,TN,0,8,15,25,40,70,150
2503,TN,0,8,15,25,40,70,150
2504,TN,0,8,15,25,40,70,150
2505,TN,0,8,15,25,40,70,150
2506,TN,0,8,15,25,40,70,150
2507,TN,0,8,15,25,40,70,150
2508,TN,0,8,15,25,40,70,150
2509,TN,0,8,15,25,40,70,150
2510,TN,0,8,15,25,40,70,150
2511,TN,0,8,15,25,40,70,150
2512,TN,0,8,15,25,40,70,150
2513,TN,0,8,15,25,40,70,150
2514,TN,0,8,15,25,40,70,150
2515,TN,0,8,15,25,40,70,150
2516,TN,0,8,15,25,40,70,150
2517,TN,0,8,15,25,40,70,150
2518,TN,0,8,15,25,40,70,150
2519,TN,0,8,15,25,40,70,150
2520,TN,0,8,15,25,40,70,150
2521,TN,0,8,15,25,40,70,150
2522,TN,0,8,15,25,40,70,150
2523,TN,0,8,15,25,40,70,150
2524,TN,0,8,15,25,40,70,150
2525,TN,0,8,15,25,40,70,150
2526,TN,0,8,15,25,40,70,150
2527,TN,0,8,15,25,40,70,150
2528,TN,0,8,15,25,40,70,150
2529,TN,0,8,15,25,40,70,150
2530,TN,0,8,15,25,40,70,150
2531,TN,0,8,15,25,40,70,150
2532,TN,0,8,15,25,40,70,150
2533,TN,0,8,15,25,40,70,150
2534,TN,0,8,15,25,40,70,150
2535,TN,0,8,15,25,40,70,150
2536,TN,0,8,15,25,40,70,150
2537,TN,0,8,15,25,40,70,150
2538,TN,0,8,15,25,40,70,150
2539,TN,0,8,15,25,40,70,150
2540,TN,0,8,15,25,40,70,150
2541,TN,0,8,15,25,40,70,150
2542,TN,0,8,15,25,40,70,150
2543,TN,0,8,15,25,40,70,150
2544,TN,0,8,15,25,40,70,150
2545,TN,0,8,15,25,40,70,150
2546,TN,0,8,15,25,40,70,150
2547,TN,0,8,15,25,40,70,150
2548,TN,0,8,15,25,40,70,150
2549,TN,0,8,15,25,40,70,150
2550,TN,0,8,15,25,40,70,150
2551,TN,0,8,15,25,40,70,150
2552,TN,0,8,15,25,40,70,150
2553,TN,0,8,15,25,40,70,150
2554,TN,0,8,15,25,40,70,150
2555,TN,0,8,15,25,40,70,150
2556,TN,0,8,15,25,40,70,150
2557,TN,0,8,15,25,40,70,150
2558,TN,0,8,15,25,40,70,150
2559,TN,0,8,15,25,40,70,150
2560,TN,0,8,15,25,40,70,150
2561,TN,0,8,15,25,40,70,150
2562,TN,0,8,15,25,40,70,150
2563,TN,0,8,15,25,40,70,150
2564,TN,0,8,15,25,40,70,150
2565,TN,0,8,15,25,40,70,150
2566,TN,0,8,15,25,40,70,150
2567,TN,0,8,15,25,40,70,150
2568,TN,0,8,15,25,40,70,150
2569,TN,0,8,15,25,40,70,150
2570,TN,0,8,15,25,40,70,150
2571,TN,0,8,15,25,40,70,150
2572,TN,0,8,15,25,40,70,150
2573,TN,0,8,15,25,40,70,150
2574,TN,0,8,15,25,40,70,150
2575,TN,0,8,15,25,40,70,150
2576,TN,0,8,15,25,40,70,150
2577,TN,0,8,15,25,40,70,150
2578,TN,0,8,15,25,40,70,150
2579,TN,0,8,15,25,40,70,150
2580,TN,0,8,15,25,40,70,150
2581,TN,0,8,15,25,40,70,150
2582,TN,0,8,15,25,40,70,150
2583,TN,0,8,15,25,40,70,150
2584,TN,0,8,15,25,40,70,150
2585,TN,0,8,15,25,40,70,150
2586,TN,0,8,15,25,40,70,150
2587,TN,0,8,15,25,40,70,150
2588,TN,0,8,15,25,40,70,150
2589,TN,0,8,15,25,40,70,150
2590,TN,0,8,15,25,40,70,150
2591,TN,0,8,15,25,40,70,150
2592,TN,0,8,15,25,40,70,150
2593,TN,0,8,15,25,40,70,150
2594,TN,0,8,15,25,40,70,150
2595,TN,0,8,15,25,40,70,150
2596,TN,0,8,15,25,40,70,150
2597,TN,0,8,15,25,40,70,150
2598,TN,0,8,15,25,40,70,150
2599,TN,0,8,15,25,40,70,150
2600,TN,0,8,15,25,40,70,150
2601,TN,0,8,15,25,40,70,150
2602,TN,0,8,15,25,40,70,150
2603,TN,0,8,15,25,40,70,150
2604,TN,0,8,15,25,40,70,150
2605,TN,0,8,15,25,40,70,150
2606,TN,0,8,15,25,40,70,150
2607,TN,0,8,15,25,40,70,150
2608,TN,0,8,15,25,40,70,150
2609,TN,0,8,15,25,40,70,150
2610,TN,0,8,15,25,40,70,150
2611,TN,0,8,15,25,40,70,150
2612,TN,0,8,15,25,40,70,150
2613,TN,0,8,15,25,40,70,150
2614,TN,0,8,15,25,40,70,150
2615,TN,0,8,15,25,40,70,150
2616,TN,0,8,15,25,40,70,150
2617,TN,0,8,15,25,40,70,150
2618,TN,0,8,15,25,40,70,150
2619,TN,0,8,15,25,40,70,150
2620,TN,0,8,15,25,40,70,150
2621,TN,0,8,15,25,40,70,150
2622,TN,0,8,15,25,40,70,150
2623,TN,0,8,15,25,40,70,150
2624,TN,0,8,15,25,40,70,150
2625,TN,0,8,15,25,40,70,150
2626,TN,0,8,15,25,40,70,150
2627,TN,0,8,15,25,40,70,150
2628,TN,0,8,15,25,40,70,150
2629,TN,0,8,15,25,40,70,150
2630,TN,0,8,15,25,40,70,150
2631,TN,0,8,15,25,40,70,150
2632,TN,0,8,15,25,40,70,150
2633,TN,0,8,15,25,40,70,150
2634,TN,0,8,15,25,40,70,150
2635,TN,0,8,15,25,40,70,150
2636,TN,0,8,15,25,40,70,150
2637,TN,0,8,15,25,40,70,150
2638,TN,0,8,15,25,40,70,150
2639,TN,0,8,15,25,40,70,150
2640,TN,0,8,15,25,40,70,150
2641,TN,0,8,15,25,40,70,150
2642,TN,0,8,15,25,40,70,150
2643,TN,0,8,15,25,40,70,150
2644,TN,0,8,15,25,40,70,150
2645,TN,0,8,15,25,40,70,150
2646,TN,0,8,15,25,40,70,150
2647,TN,0,8,15,25,40,70,150
2648,TN,0,8,15,25,40,70,150
2649,TN,0,8,15,25,40,70,150
2650,TN,0,8,15,25,40,70,150
2651,TN,0,8,15,25,40,70,150
2652,TN,0,8,15,25,40,70,150
2653,TN,0,8,15,25,40,70,150
2654,TN,0,8,15,25,40,70,150
2655,TN,0,8,15,25,40,70,150
2656,TN,0,8,15,25,40,70,150
2657,TN,0,8,15,25,40,70,150
2658,TN,0,8,15,25,40,70,150
2659,TN,0,8,15,25,40,70,150
2660,TN,0,8,15,25,40,70,150
2661,TN,0,8,15,25,40,70,150
2662,TN,0,8,15,25,40,70,150
2663,TN,0,8,15,25,40,70,150
2664,TN,0,8,15,25,40,70,150
2665,TN,0,8,15,25,40,70,150
2666,TN,0,8,15,25,40,70,150
2667,TN,0,8,15,25,40,70,150
2668,TN,0,8,15,25,40,70,150
2669,TN,0,8,15,25,40,70,150
2670,TN,0,8,15,25,40,70,150
2671,TN,0,8,15,25,40,70,150
2672,TN,0,8,15,25,40,70,150
2673,TN,0,8,15,25,40,70,150
2674,TN,0,8,15,25,40,70,150
2675,TN,0,8,15,25,40,70,150
2676,TN,0,8,15,25,40,70,150
2677,TN,0,8,15,25,40,70,150
2678,TN,0,8,15,25,40,70,150
2679,TN,0,8,15,25,40,70,150
2680,TN,0,8,15,25,40,70,150
2681,TN,0,8,15,25,40,70,150
1,TP,0,0.3,0.6,1.3,3,6,20
2,TP,0,0.3,0.6,1.3,3,6,20
3,TP,0,0.3,0.6,1.3,3,6,20
4,TP,0,0.3,0.6,1.3,3,6,20
5,TP,0,0.3,0.6,1.3,3,6,20
6,TP,0,0.3,0.6,1.3,3,6,20
7,TP,0,0.3,0.6,1.3,3,6,20
8,TP,0,0.3,0.6,1.3,3,6,20
9,TP,0,0.3,0.6,1.3,3,6,20
10,TP,0,0.3,0.6,1.3,3,6,20
11,TP,0,0.3,0.6,1.3,3,6,20
12,TP,0,0.3,0.6,1.3,3,6,20
13,TP,0,0.3,0.6,1.3,3,6,20
14,TP,0,0.3,0.6,1.3,3,6,20
15,TP,0,0.3,0.6,1.3,3,6,20
16,TP,0,0.3,0.6,1.3,3,6,20
17,TP,0,0.3,0.6,1.3,3,6,20
18,TP,0,0.3,0.6,1.3,3,6,20
19,TP,0,0.3,0.6,1.3,3,6,20
20,TP,0,0.3,0.6,1.3,3,6,20
21,TP,0,0.3,0.6,1.3,3,6,20
22,TP,0,0.3,0.6,1.3,3,6,20
23,TP,0,0.3,0.6,1.3,3,6,20
24,TP,0,0.3,0.6,1.3,3,6,20
25,TP,0,0.3,0.6,1.3,3,6,20
26,TP,0,0.3,0.6,1.3,3,6,20
27,TP,0,0.3,0.6,1.3,3,6,20
28,TP,0,0.3,0.6,1.3,3,6,20
29,TP,0,0.3,0.6,1.3,3,6,20
30,TP,0,0.3,0.6,1.3,3,6,20
31,TP,0,0.3,0.6,1.3,3,6,20
32,TP,0,0.3,0.6,1.3,3,6,20
33,TP,0,0.3,0.6,1.3,3,6,20
34,TP,0,0.3,0.6,1.3,3,6,20
35,TP,0,0.3,0.6,1.3,3,6,20
36,TP,0,0.3,0.6,1.3,3,6,20
37,TP,0,0.3,0.6,1.3,3,6,20
38,TP,0,0.3,0.6,1.3,3,6,20
39,TP,0,0.3,0.6,1.3,3,6,20
40,TP,0,0.3,0.6,1.3,3,6,20
41,TP,0,0.3,0.6,1.3,3,6,20
42,TP,0,0.3,0.6,1.3,3,6,20
43,TP,0,0.3,0.6,1.3,3,6,20
44,TP,0,0.3,0.6,1.3,3,6,20
45,TP,0,0.3,0.6,1.3,3,6,20
46,TP,0,0.3,0.6,1.3,3,6,20
47,TP,0,0.3,0.6,1.3,3,6,20
48,TP,0,0.3,0.6,1.3,3,6,20
49,TP,0,0.3,0.6,1.3,3,6,20
50,TP,0,0.3,0.6,1.3,3,6,20
51,TP,0,0.3,0.6,1.3,3,6,20
52,TP,0,0.3,0.6,1.3,3,6,20
53,TP,0,0.3,0.6,1.3,3,6,20
54,TP,0,0.3,0.6,1.3,3,6,20
55,TP,0,0.3,0.6,1.3,3,6,20
56,TP,0,0.3,0.6,1.3,3,6,20
57,TP,0,0.3,0.6,1.3,3,6,20
58,TP,0,0.3,0.6,1.3,3,6,20
59,TP,0,0.3,0.6,1.3,3,6,20
60,TP,0,0.3,0.6,1.3,3,6,20
61,TP,0,0.3,0.6,1.3,3,6,20
62,TP,0,0.3,0.6,1.3,3,6,20
63,TP,0,0.3,0.6,1.3,3,6,20
64,TP,0,0.3,0.6,1.3,3,6,20
65,TP,0,0.3,0.6,1.3,3,6,20
66,TP,0,0.3,0.6,1.3,3,6,20
67,TP,0,0.3,0.6,1.3,3,6,20
68,TP,0,0.3,0.6,1.3,3,6,20
69,TP,0,0.3,0.6,1.3,3,6,20
70,TP,0,0.3,0.6,1.3,3,6,20
71,TP,0,0.3,0.6,1.3,3,6,20
72,TP,0,0.3,0.6,1.3,3,6,20
73,TP,0,0.3,0.6,1.3,3,6,20
74,TP,0,0.3,0.6,1.3,3,6,20
75,TP,0,0.3,0.6,1.3,3,6,20
76,TP,0,0.3,0.6,1.3,3,6,20
77,TP,0,0.3,0.6,1.3,3,6,20
78,TP,0,0.3,0.6,1.3,3,6,20
79,TP,0,0.3,0.6,1.3,3,6,20
80,TP,0,0.3,0.6,1.3,3,6,20
81,TP,0,0.3,0.6,1.3,3,6,20
82,TP,0,0.3,0.6,1.3,3,6,20
83,TP,0,0.3,0.6,1.3,3,6,20
84,TP,0,0.3,0.6,1.3,3,6,20
85,TP,0,0.3,0.6,1.3,3,6,20
86,TP,0,0.3,0.6,1.3,3,6,20
87,TP,0,0.3,0.6,1.3,3,6,20
88,TP,0,0.3,0.6,1.3,3,6,20
89,TP,0,0.3,0.6,1.3,3,6,20
90,TP,0,0.3,0.6,1.3,3,6,20
91,TP,0,0.3,0.6,1.3,3,6,20
92,TP,0,0.3,0.6,1.3,3,6,20
93,TP,0,0.3,0.6,1.3,3,6,20
94,TP,0,0.3,0.6,1.3,3,6,20
95,TP,0,0.3,0.6,1.3,3,6,20
96,TP,0,0.3,0.6,1.3,3,6,20
97,TP,0,0.3,0.6,1.3,3,6,20
98,TP,0,0.3,0.6,1.3,3,6,20
99,TP,0,0.3,0.6,1.3,3,6,20
100,TP,0,0.3,0.6,1.3,3,6,20
101,TP,0,0.3,0.6,1.3,3,6,20
102,TP,0,0.3,0.6,1.3,3,6,20
103,TP,0,0.3,0.6,1.3,3,6,20
104,TP,0,0.3,0.6,1.3,3,6,20
105,TP,0,0.3,0.6,1.3,3,6,20
106,TP,0,0.3,0.6,1.3,3,6,20
107,TP,0,0.3,0.6,1.3,3,6,20
108,TP,0,0.3,0.6,1.3,3,6,20
109,TP,0,0.3,0.6,1.3,3,6,20
110,TP,0,0.3,0.6,1.3,3,6,20
111,TP,0,0.3,0.6,1.3,3,6,20
112,TP,0,0.3,0.6,1.3,3,6,20
113,TP,0,0.3,0.6,1.3,3,6,20
114,TP,0,0.3,0.6,1.3,3,6,20
115,TP,0,0.3,0.6,1.3,3,6,20
116,TP,0,0.3,0.6,1.3,3,6,20
117,TP,0,0.3,0.6,1.3,3,6,20
118,TP,0,0.3,0.6,1.3,3,6,20
119,TP,0,0.3,0.6,1.3,3,6,20
120,TP,0,0.3,0.6,1.3,3,6,20
121,TP,0,0.3,0.6,1.3,3,6,20
122,TP,0,0.3,0.6,1.3,3,6,20
123,TP,0,0.3,0.6,1.3,3,6,20
124,TP,0,0.3,0.6,1.3,3,6,20
125,TP,0,0.3,0.6,1.3,3,6,20
126,TP,0,0.3,0.6,1.3,3,6,20
127,TP,0,0.3,0.6,1.3,3,6,20
128,TP,0,0.3,0.6,1.3,3,6,20
